Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.956,1283.0,27.32,1829.0,48.35,0.0,0.0,0.0,1.956,68.24,439.43,439.07,false
1,4.566,1643.0,19.63,3073.0,99.97,0.001,713.0,0.42,4.567,131.19,1078.96,1078.7,false
2,4.785,1889.0,19.11,3054.0,100.0,0.0,0.0,0.0,4.785,181.2,1139.58,1150.77,false
3,4.791,1855.0,17.1,3052.0,100.0,0.0,0.0,0.0,4.791,176.47,1156.22,1142.85,false
4,4.807,1860.0,18.67,3052.0,100.0,0.0,0.0,0.0,4.807,180.93,1150.47,1156.12,false
5,4.829,1863.0,20.04,3053.0,100.0,0.0,0.0,0.0,4.829,184.67,1151.17,1152.65,false
6,4.834,1885.0,27.29,3059.0,100.0,0.0,0.0,0.0,4.834,185.16,1141.89,1150.14,false
7,4.769,1855.0,23.38,3061.0,100.0,0.0,0.0,0.0,4.769,187.54,1153.13,1146.72,false
8,4.776,1862.0,25.48,3062.0,100.0,0.002,712.0,0.53,4.778,184.56,1149.11,1149.5,false
9,4.814,1952.0,18.65,3054.0,100.0,0.001,714.0,0.41,4.815,185.99,1146.29,1145.86,false
10,4.809,1928.0,21.73,3058.0,100.0,0.001,709.0,0.22,4.81,189.09,1148.41,1137.6,false
11,4.81,1863.0,20.83,3060.0,100.0,0.0,0.0,0.0,4.81,188.19,1147.19,1147.22,false
12,4.783,1845.0,24.29,3061.0,100.0,0.0,0.0,0.0,4.783,189.11,1149.47,1147.75,false
13,4.819,1862.0,22.02,3060.0,100.0,0.0,0.0,0.0,4.819,193.27,1148.27,1155.76,false
14,4.798,1911.0,24.67,3060.0,100.0,0.0,0.0,0.0,4.798,187.03,1144.57,1148.1,false
15,4.815,1928.0,23.8,3058.0,100.0,0.0,709.0,0.22,4.815,189.77,1149.55,1145.2,false
16,4.766,1899.0,25.96,3063.0,100.0,0.0,0.0,0.0,4.766,187.64,1146.61,1143.11,false
17,4.807,1962.0,15.71,3055.0,100.0,0.0,709.0,0.22,4.807,186.23,1141.17,1150.72,false
18,4.812,1915.0,21.08,3058.0,100.0,0.0,712.0,0.32,4.812,187.65,1151.53,1143.42,false
