Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.944,1231.0,24.59,1781.0,48.21,0.0,0.0,0.0,1.944,71.94,439.42,440.72,false
1,4.574,1661.0,20.17,3070.0,99.98,0.004,712.0,0.84,4.578,137.11,1066.66,1076.59,false
2,4.803,1872.0,17.13,3052.0,100.0,0.0,0.0,0.0,4.803,177.39,1150.08,1151.23,false
3,4.777,1847.0,20.97,3058.0,100.0,0.0,713.0,0.31,4.777,182.46,1153.39,1148.47,false
4,4.831,1878.0,28.5,3055.0,100.0,0.0,0.0,0.0,4.831,182.87,1146.95,1153.59,false
5,4.781,1854.0,15.54,3052.0,100.0,0.0,711.0,0.53,4.781,181.42,1140.96,1148.9,false
6,4.784,1874.0,19.57,3054.0,100.0,0.0,0.0,0.0,4.784,181.71,1159.26,1144.44,false
7,4.798,1919.0,19.97,3054.0,100.0,0.0,0.0,0.0,4.798,182.78,1151.29,1147.14,false
8,4.813,1892.0,19.17,3052.0,100.0,0.0,0.0,0.0,4.813,186.19,1149.09,1138.46,false
9,4.798,1827.0,22.12,3059.0,100.0,0.001,714.0,0.41,4.799,188.54,1146.31,1153.04,false
10,4.781,1788.0,24.14,3063.0,100.0,0.0,0.0,0.0,4.781,181.44,1151.22,1145.85,false
11,4.823,1898.0,20.76,3052.0,100.0,0.002,712.0,0.31,4.825,186.79,1151.61,1152.9,false
12,4.908,1913.0,34.48,3056.0,100.0,0.0,0.0,0.0,4.908,189.32,1148.23,1146.93,false
13,4.828,1910.0,19.25,3054.0,100.0,0.0,0.0,0.0,4.828,186.73,1146.3,1147.93,false
14,4.794,1874.0,22.23,3060.0,100.0,0.0,0.0,0.0,4.794,188.7,1137.28,1148.53,false
15,4.819,1845.0,21.52,3059.0,100.0,0.0,0.0,0.0,4.819,193.28,1149.62,1145.81,false
16,4.804,1842.0,21.37,3059.0,100.0,0.0,0.0,0.0,4.804,187.51,1149.21,1144.11,false
17,4.83,1951.0,18.97,3055.0,100.0,0.0,0.0,0.0,4.83,186.28,1143.32,1150.32,false
18,4.804,1831.0,24.14,3063.0,100.0,0.0,0.0,0.0,4.804,189.08,1145.32,1142.12,false
19,4.845,1901.0,20.28,3056.0,100.0,0.0,0.0,0.0,4.845,192.04,1145.44,1154.57,false
20,5.037,1978.0,48.11,3058.0,100.0,0.0,0.0,0.0,5.037,191.57,1148.05,1150.07,false
21,4.917,2004.0,35.26,3058.0,100.0,0.0,708.0,0.22,4.917,189.98,1141.69,1146.36,false
22,4.859,1765.0,29.5,3069.0,100.0,0.0,0.0,0.0,4.859,176.15,1150.94,1150.78,false
23,4.866,1874.0,28.75,3061.0,100.0,0.0,708.0,0.22,4.866,190.22,1147.74,1150.68,false
24,4.839,1886.0,21.57,3059.0,100.0,0.0,0.0,0.0,4.839,187.62,1145.54,1148.93,false
25,4.821,1928.0,15.48,3055.0,100.0,0.0,0.0,0.0,4.821,185.75,1141.54,1138.68,false
26,4.803,1846.0,25.83,3061.0,100.0,0.0,709.0,0.22,4.803,192.97,1139.87,1151.31,false
27,4.808,1833.0,23.67,3063.0,100.0,0.0,0.0,0.0,4.808,182.65,1154.39,1147.37,false
28,4.855,1907.0,20.02,3056.0,100.0,0.0,0.0,0.0,4.855,189.32,1146.88,1145.98,false
29,4.812,1835.0,22.5,3062.0,100.0,0.0,0.0,0.0,4.812,189.92,1141.34,1151.62,false
30,4.805,1877.0,19.44,3060.0,100.0,0.0,0.0,0.0,4.805,162.34,1145.82,1142.78,false
31,4.85,1948.0,17.57,3055.0,100.0,0.0,0.0,0.0,4.85,175.09,1138.64,1147.32,false
32,4.841,1916.0,19.22,3058.0,100.0,0.0,0.0,0.0,4.841,188.52,1149.03,1139.45,false
33,4.914,1914.0,33.22,3056.0,100.0,0.0,0.0,0.0,4.914,192.31,1135.41,1154.9,false
34,4.847,1956.0,19.92,3056.0,100.0,0.0,0.0,0.0,4.847,187.67,1150.0,1142.67,false
35,4.856,1878.0,21.56,3057.0,100.0,0.0,709.0,0.22,4.856,190.21,1139.13,1150.61,false
36,4.866,1932.0,18.24,3055.0,100.0,0.0,0.0,0.0,4.866,186.92,1148.91,1147.65,false
37,4.86,1887.0,21.24,3057.0,100.0,0.0,0.0,0.0,4.86,190.46,1142.29,1148.94,false
38,4.825,1913.0,21.31,3060.0,100.0,0.0,0.0,0.0,4.825,188.63,1147.79,1143.34,false
39,4.799,1826.0,25.56,3066.0,100.0,0.0,0.0,0.0,4.799,190.38,1142.78,1146.59,false
40,4.828,1868.0,23.68,3064.0,100.0,0.0,0.0,0.0,4.828,181.55,1143.81,1150.67,false
41,4.872,1930.0,18.74,3056.0,100.0,0.0,0.0,0.0,4.872,188.16,1150.03,1148.21,false
42,4.86,1911.0,20.04,3057.0,100.0,0.0,0.0,0.0,4.86,187.73,1143.27,1145.51,false
43,4.874,1950.0,18.26,3055.0,100.0,0.0,0.0,0.0,4.874,187.94,1139.37,1145.65,false
