Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.926,1252.0,21.35,1747.0,47.93,0.0,706.0,0.23,1.926,69.76,442.45,442.12,false
1,4.543,1598.0,19.21,3074.0,99.97,0.0,0.0,0.0,4.543,128.23,1072.79,1074.34,false
2,4.797,1835.0,20.28,3057.0,100.0,0.0,711.0,0.32,4.797,183.7,1149.41,1149.2,false
3,4.811,1789.0,20.26,3056.0,100.0,0.0,0.0,0.0,4.811,184.85,1153.82,1155.65,false
4,4.792,1794.0,20.77,3057.0,100.0,0.0,0.0,0.0,4.792,176.46,1151.14,1155.38,false
5,4.813,1815.0,18.97,3053.0,100.0,0.0,0.0,0.0,4.813,182.59,1152.01,1147.98,false
6,4.784,1913.0,20.35,3057.0,100.0,0.0,0.0,0.0,4.784,185.44,1147.73,1143.75,false
7,4.806,1932.0,23.7,3058.0,100.0,0.0,0.0,0.0,4.806,188.74,1142.79,1154.21,false
8,4.767,1842.0,24.83,3063.0,100.0,0.0,709.0,0.22,4.767,188.12,1141.96,1147.75,false
9,4.766,1904.0,18.28,3057.0,100.0,0.001,712.0,0.32,4.767,187.89,1146.78,1146.16,false
10,4.815,1896.0,19.84,3056.0,100.0,0.0,707.0,0.22,4.815,186.06,1150.18,1144.26,false
11,4.783,1854.0,21.97,3060.0,100.0,0.0,0.0,0.0,4.783,191.18,1143.84,1137.71,false
12,4.8,1957.0,19.42,3055.0,100.0,0.0,0.0,0.0,4.8,187.39,1132.08,1153.12,false
13,4.81,1907.0,17.32,3055.0,100.0,0.0,0.0,0.0,4.81,183.56,1142.89,1142.31,false
14,4.763,1848.0,20.68,3061.0,100.0,0.0,0.0,0.0,4.763,187.48,1150.39,1146.99,false
15,4.802,1949.0,19.69,3055.0,100.0,0.001,712.0,0.31,4.803,187.41,1142.05,1137.24,false
16,4.823,1930.0,28.93,3059.0,100.0,0.0,0.0,0.0,4.823,188.11,1145.3,1148.47,false
17,4.783,1848.0,24.74,3060.0,100.0,0.0,709.0,0.22,4.783,189.5,1143.14,1144.02,false
18,4.794,1915.0,22.05,3060.0,100.0,0.0,0.0,0.0,4.794,186.94,1142.98,1149.29,false
19,4.79,1854.0,22.73,3062.0,100.0,0.0,0.0,0.0,4.79,188.12,1147.73,1139.7,false
20,4.806,1951.0,21.83,3058.0,100.0,0.0,0.0,0.0,4.806,184.05,1133.49,1152.97,false
21,4.816,1848.0,20.73,3058.0,100.0,0.0,0.0,0.0,4.816,188.04,1152.47,1138.18,false
22,4.831,1945.0,19.15,3056.0,100.0,0.0,0.0,0.0,4.831,186.88,1142.44,1151.73,false
23,4.823,1867.0,26.66,3062.0,100.0,0.0,710.0,0.22,4.823,188.15,1142.23,1147.67,false
24,4.832,1921.0,19.44,3056.0,100.0,0.0,0.0,0.0,4.832,188.26,1143.89,1143.99,false
25,4.824,1843.0,20.92,3057.0,100.0,0.0,0.0,0.0,4.824,186.17,1144.17,1147.19,false
26,4.766,1853.0,23.23,3063.0,100.0,0.0,0.0,0.0,4.766,190.54,1134.13,1140.32,false
27,4.829,1870.0,22.88,3059.0,100.0,0.0,0.0,0.0,4.829,191.1,1154.13,1152.08,false
28,4.858,1948.0,27.53,3058.0,100.0,0.0,0.0,0.0,4.858,186.31,1143.62,1139.07,false
29,4.83,1769.0,19.74,3062.0,100.0,0.0,0.0,0.0,4.83,192.68,1145.35,1157.6,false
30,4.782,1874.0,17.95,3057.0,100.0,0.0,0.0,0.0,4.782,160.09,1145.29,1137.16,false
31,4.812,1833.0,22.4,3060.0,100.0,0.0,0.0,0.0,4.812,177.13,1137.2,1151.49,false
32,4.844,1828.0,21.02,3058.0,100.0,0.0,0.0,0.0,4.844,191.55,1152.15,1137.97,false
33,4.847,1896.0,18.62,3055.0,100.0,0.0,0.0,0.0,4.847,187.1,1141.82,1149.29,false
34,4.81,1864.0,25.12,3062.0,100.0,0.0,714.0,0.41,4.81,191.25,1136.52,1139.4,false
35,4.822,1880.0,22.64,3060.0,100.0,0.0,0.0,0.0,4.822,189.07,1149.41,1154.6,false
36,4.856,1867.0,23.57,3059.0,100.0,0.0,0.0,0.0,4.856,191.72,1145.36,1148.24,false
37,4.849,1922.0,20.48,3057.0,100.0,0.0,0.0,0.0,4.849,186.34,1140.47,1142.98,false
38,4.844,1892.0,22.33,3059.0,100.0,0.0,0.0,0.0,4.844,189.77,1151.44,1145.92,false
39,4.824,1773.0,21.79,3064.0,100.0,0.0,0.0,0.0,4.824,188.72,1139.88,1146.41,false
40,4.833,1892.0,21.27,3062.0,100.0,0.0,0.0,0.0,4.833,181.11,1147.96,1148.07,false
41,4.836,1930.0,21.2,3060.0,100.0,0.0,0.0,0.0,4.836,184.72,1147.2,1147.94,false
