Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.889,1266.0,17.28,1781.0,48.86,0.0,0.0,0.0,1.889,71.9,440.08,437.84,false
1,4.647,1674.0,40.03,3075.0,99.98,0.0,714.0,0.41,4.647,130.56,1070.5,1077.73,false
2,4.772,1865.0,18.96,3054.0,100.0,0.0,0.0,0.0,4.772,176.75,1149.77,1146.16,false
3,4.781,1880.0,18.3,3052.0,100.0,0.0,0.0,0.0,4.781,178.18,1151.61,1152.03,false
4,4.776,1795.0,19.58,3058.0,100.0,0.0,0.0,0.0,4.776,174.03,1153.07,1154.33,false
5,4.796,1816.0,21.06,3058.0,100.0,0.0,709.0,0.22,4.796,178.44,1151.79,1152.91,false
6,4.786,1935.0,17.04,3054.0,100.0,0.0,0.0,0.0,4.786,184.82,1145.82,1147.65,false
7,4.746,1904.0,23.39,3060.0,100.0,0.0,0.0,0.0,4.746,187.09,1144.9,1138.02,false
8,4.781,1878.0,33.86,3061.0,100.0,0.0,0.0,0.0,4.781,188.65,1146.4,1164.28,false
9,4.771,1796.0,22.08,3057.0,100.0,0.0,712.0,0.31,4.771,184.43,1150.26,1150.16,false
10,4.787,1826.0,22.44,3058.0,100.0,0.0,0.0,0.0,4.787,186.82,1144.13,1153.74,false
11,4.797,1838.0,20.7,3055.0,100.0,0.0,0.0,0.0,4.797,185.33,1151.83,1146.8,false
12,4.789,1857.0,21.3,3057.0,100.0,0.0,0.0,0.0,4.789,188.75,1143.79,1154.62,false
13,4.81,1915.0,20.5,3053.0,100.0,0.0,712.0,0.31,4.81,183.42,1148.03,1144.83,false
14,4.793,1964.0,16.72,3055.0,100.0,0.001,708.0,0.22,4.794,185.2,1147.05,1148.51,false
15,4.786,1823.0,18.02,3061.0,100.0,0.0,710.0,0.22,4.786,190.69,1150.37,1137.11,false
16,4.813,1945.0,19.1,3056.0,100.0,0.0,0.0,0.0,4.813,185.38,1147.02,1142.29,false
17,4.787,1884.0,22.26,3059.0,100.0,0.0,0.0,0.0,4.787,188.58,1147.27,1152.58,false
18,4.803,1891.0,20.03,3057.0,100.0,0.0,0.0,0.0,4.803,183.09,1144.43,1141.48,false
19,4.806,1964.0,18.18,3055.0,100.0,0.0,0.0,0.0,4.806,184.43,1144.84,1145.03,false
20,4.811,1842.0,21.02,3057.0,100.0,0.0,0.0,0.0,4.811,191.99,1150.39,1141.79,false
21,4.8,1837.0,23.05,3061.0,100.0,0.0,0.0,0.0,4.8,189.66,1146.87,1148.27,false
22,4.811,1831.0,21.53,3059.0,100.0,0.0,0.0,0.0,4.811,187.96,1151.03,1142.96,false
23,4.83,1875.0,18.81,3056.0,100.0,0.0,0.0,0.0,4.83,184.75,1150.95,1141.76,false
24,4.819,1934.0,18.73,3055.0,100.0,0.0,0.0,0.0,4.819,184.39,1136.2,1143.48,false
25,4.812,1807.0,22.69,3060.0,100.0,0.0,0.0,0.0,4.812,190.72,1152.32,1148.08,false
26,4.823,1827.0,20.42,3059.0,100.0,0.0,0.0,0.0,4.823,188.48,1149.78,1138.66,false
27,4.839,1882.0,18.85,3055.0,100.0,0.0,0.0,0.0,4.839,186.43,1149.06,1142.68,false
28,4.81,1928.0,21.82,3058.0,100.0,0.0,0.0,0.0,4.81,186.29,1138.23,1151.26,false
29,4.894,1978.0,26.91,3054.0,100.0,0.0,0.0,0.0,4.894,187.27,1148.42,1142.14,false
30,4.81,1827.0,18.82,3058.0,100.0,0.0,0.0,0.0,4.81,165.82,1155.3,1136.56,false
31,4.785,1824.0,22.41,3063.0,100.0,0.0,0.0,0.0,4.785,173.87,1149.27,1149.14,false
32,4.843,1885.0,19.02,3055.0,100.0,0.0,0.0,0.0,4.843,185.76,1143.48,1146.38,false
33,4.812,1860.0,22.34,3060.0,100.0,0.0,0.0,0.0,4.812,188.16,1147.13,1136.08,false
34,4.793,1782.0,24.48,3068.0,100.0,0.0,0.0,0.0,4.793,183.7,1156.03,1155.06,false
35,4.809,1982.0,15.33,3056.0,100.0,0.0,714.0,0.41,4.809,184.47,1144.42,1142.68,false
36,4.846,1969.0,19.03,3055.0,100.0,0.0,0.0,0.0,4.846,185.74,1148.94,1137.16,false
37,4.833,1808.0,23.29,3063.0,100.0,0.0,0.0,0.0,4.833,190.69,1151.11,1152.18,false
38,4.885,1853.0,35.96,3060.0,100.0,0.0,712.0,0.32,4.885,190.73,1141.81,1148.58,false
39,4.847,1930.0,19.52,3056.0,100.0,0.0,0.0,0.0,4.847,188.48,1151.78,1143.36,false
40,4.852,1748.0,21.15,3060.0,100.0,0.0,0.0,0.0,4.852,192.65,1146.36,1140.93,false
