Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.942,1233.0,24.44,1774.0,47.79,0.0,0.0,0.0,1.942,71.76,436.2,436.09,false
1,4.521,1592.0,14.61,3075.0,99.98,0.0,715.0,0.51,4.521,127.45,1070.73,1069.79,false
2,4.851,1829.0,32.31,3057.0,100.0,0.0,0.0,0.0,4.851,181.35,1147.87,1150.73,false
3,4.81,1831.0,20.04,3056.0,100.0,0.001,708.0,0.22,4.811,185.31,1150.53,1151.84,false
4,4.82,1794.0,19.86,3055.0,100.0,0.0,0.0,0.0,4.82,181.31,1149.0,1152.54,false
5,4.821,1827.0,19.35,3056.0,100.0,0.0,0.0,0.0,4.821,184.93,1151.57,1152.73,false
6,4.791,1770.0,19.97,3061.0,100.0,0.0,0.0,0.0,4.791,174.84,1156.12,1156.92,false
7,4.798,1744.0,21.28,3066.0,100.0,0.0,0.0,0.0,4.798,178.53,1151.88,1149.26,false
8,4.793,1969.0,19.69,3057.0,100.0,0.0,0.0,0.0,4.793,186.12,1142.31,1141.61,false
9,4.796,1844.0,21.69,3058.0,100.0,0.001,708.0,0.22,4.797,186.19,1141.38,1149.43,false
10,4.808,1939.0,19.67,3055.0,100.0,0.0,709.0,0.22,4.808,187.45,1145.63,1139.03,false
11,4.819,1913.0,18.51,3055.0,100.0,0.0,0.0,0.0,4.819,186.71,1142.41,1148.58,false
12,4.787,1915.0,19.97,3057.0,100.0,0.0,0.0,0.0,4.787,184.45,1140.37,1146.85,false
13,4.795,1814.0,21.83,3062.0,100.0,0.0,0.0,0.0,4.795,190.91,1147.65,1140.4,false
14,4.816,1970.0,19.09,3055.0,100.0,0.0,0.0,0.0,4.816,186.79,1142.05,1153.35,false
15,4.779,1965.0,21.75,3059.0,100.0,0.0,0.0,0.0,4.779,183.86,1145.94,1140.53,false
16,4.806,1895.0,21.86,3059.0,100.0,0.0,0.0,0.0,4.806,188.96,1143.31,1148.69,false
17,4.843,1946.0,24.41,3057.0,100.0,0.0,712.0,0.32,4.843,188.4,1139.08,1144.72,false
18,4.785,1870.0,20.58,3060.0,100.0,0.0,0.0,0.0,4.785,188.04,1143.83,1139.78,false
19,4.817,1877.0,23.48,3060.0,100.0,0.0,0.0,0.0,4.817,191.63,1146.06,1152.74,false
20,4.773,1871.0,26.84,3064.0,100.0,0.0,0.0,0.0,4.773,191.03,1139.08,1145.06,false
21,4.804,1811.0,20.31,3063.0,100.0,0.0,0.0,0.0,4.804,192.16,1153.26,1148.61,false
22,4.792,1879.0,18.01,3059.0,100.0,0.0,0.0,0.0,4.792,188.44,1142.38,1140.09,false
23,4.839,1968.0,18.8,3055.0,100.0,0.0,0.0,0.0,4.839,186.47,1144.54,1152.12,false
24,4.814,1827.0,23.54,3062.0,100.0,0.0,0.0,0.0,4.814,191.69,1143.4,1142.87,false
25,4.832,1866.0,20.44,3058.0,100.0,0.0,0.0,0.0,4.832,188.89,1140.28,1147.74,false
26,4.829,1837.0,20.47,3057.0,100.0,0.0,0.0,0.0,4.829,185.77,1139.87,1148.91,false
