Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.913,1258.0,19.85,1756.0,48.03,0.0,0.0,0.0,1.913,69.69,440.74,441.33,false
1,4.629,1619.0,31.1,3072.0,99.99,0.0,712.0,0.32,4.629,134.64,1075.58,1070.43,false
2,4.806,1897.0,19.13,3052.0,100.0,0.0,0.0,0.0,4.806,178.03,1150.57,1156.98,false
3,4.805,1866.0,18.39,3052.0,100.0,0.0,0.0,0.0,4.805,182.05,1147.07,1142.51,false
4,4.808,1797.0,18.29,3054.0,100.0,0.0,0.0,0.0,4.808,180.86,1152.64,1158.95,false
5,4.773,1798.0,18.51,3060.0,100.0,0.0,0.0,0.0,4.773,169.89,1153.37,1149.29,false
6,4.8,1944.0,19.02,3054.0,100.0,0.0,0.0,0.0,4.8,185.07,1149.22,1151.57,false
7,4.821,1929.0,37.02,3061.0,100.0,0.001,709.0,0.22,4.822,190.82,1143.46,1146.3,false
8,4.786,1781.0,23.25,3064.0,100.0,0.0,0.0,0.0,4.786,185.85,1158.26,1155.38,false
9,4.768,1862.0,26.28,3063.0,100.0,0.0,712.0,0.32,4.768,190.79,1145.83,1149.62,false
10,4.771,1857.0,18.45,3059.0,100.0,0.0,0.0,0.0,4.771,185.62,1145.94,1152.36,false
11,4.824,1894.0,20.27,3054.0,100.0,0.001,714.0,0.41,4.825,187.8,1144.56,1137.53,false
12,4.827,1922.0,19.49,3055.0,100.0,0.0,0.0,0.0,4.827,186.62,1150.18,1145.72,false
13,4.865,1945.0,26.15,3055.0,100.0,0.0,0.0,0.0,4.865,186.94,1148.82,1144.29,false
14,4.819,1961.0,20.62,3055.0,100.0,0.0,709.0,0.22,4.819,186.14,1148.09,1150.15,false
15,4.821,1956.0,18.87,3055.0,100.0,0.0,0.0,0.0,4.821,185.46,1144.92,1146.29,false
16,4.813,1823.0,22.41,3061.0,100.0,0.0,0.0,0.0,4.813,188.63,1151.75,1142.89,false
17,4.826,1834.0,20.89,3059.0,100.0,0.0,0.0,0.0,4.826,187.42,1149.48,1151.88,false
18,4.833,1783.0,21.34,3060.0,100.0,0.0,0.0,0.0,4.833,188.95,1145.55,1149.52,false
19,4.799,1802.0,24.12,3063.0,100.0,0.0,0.0,0.0,4.799,189.31,1156.16,1148.75,false
20,4.838,1886.0,19.1,3055.0,100.0,0.0,0.0,0.0,4.838,186.36,1146.39,1144.8,false
21,4.83,1838.0,21.69,3059.0,100.0,0.0,0.0,0.0,4.83,189.98,1150.44,1146.0,false
22,4.818,1908.0,20.45,3056.0,100.0,0.0,0.0,0.0,4.818,186.55,1136.99,1145.41,false
23,4.811,1893.0,22.25,3059.0,100.0,0.0,0.0,0.0,4.811,188.44,1148.65,1148.67,false
24,4.832,1832.0,22.76,3058.0,100.0,0.0,712.0,0.32,4.832,188.96,1153.32,1142.64,false
25,4.823,1850.0,22.29,3059.0,100.0,0.0,0.0,0.0,4.823,189.26,1146.55,1142.65,false
26,4.85,1928.0,18.58,3055.0,100.0,0.0,0.0,0.0,4.85,185.13,1146.13,1145.05,false
27,4.836,1910.0,22.49,3058.0,100.0,0.0,0.0,0.0,4.836,187.58,1140.58,1143.43,false
28,4.818,1847.0,22.52,3060.0,100.0,0.0,0.0,0.0,4.818,188.93,1154.47,1146.69,false
29,4.818,1922.0,24.14,3061.0,100.0,0.0,0.0,0.0,4.818,190.9,1148.54,1139.18,false
30,4.806,1884.0,18.41,3058.0,100.0,0.0,0.0,0.0,4.806,159.6,1136.84,1151.52,false
31,4.811,1894.0,15.64,3055.0,100.0,0.0,0.0,0.0,4.811,176.61,1154.27,1137.21,false
32,4.885,1925.0,26.33,3056.0,100.0,0.0,713.0,0.31,4.885,185.36,1149.46,1141.41,false
33,4.825,1884.0,22.57,3060.0,100.0,0.0,0.0,0.0,4.825,189.95,1143.92,1152.59,false
34,4.814,1816.0,22.82,3066.0,100.0,0.0,0.0,0.0,4.814,179.67,1148.3,1146.27,false
35,4.8,1816.0,24.2,3065.0,100.0,0.0,0.0,0.0,4.8,191.24,1153.85,1146.69,false
36,4.88,1907.0,35.41,3059.0,100.0,0.0,0.0,0.0,4.88,189.66,1149.06,1150.88,false
37,4.876,1770.0,21.92,3061.0,100.0,0.0,0.0,0.0,4.876,193.78,1152.58,1148.02,false
38,4.833,1879.0,23.17,3060.0,100.0,0.0,709.0,0.22,4.833,191.73,1140.53,1144.09,false
39,4.842,1843.0,22.18,3060.0,100.0,0.0,0.0,0.0,4.842,190.01,1151.49,1148.01,false
40,4.863,1855.0,21.55,3058.0,100.0,0.0,0.0,0.0,4.863,190.37,1152.22,1144.69,false
41,4.868,1866.0,20.0,3056.0,100.0,0.0,0.0,0.0,4.868,187.31,1145.86,1145.91,false
42,4.865,1893.0,19.64,3055.0,100.0,0.0,0.0,0.0,4.865,187.89,1146.92,1144.01,false
43,4.849,1838.0,22.38,3060.0,100.0,0.0,0.0,0.0,4.849,192.39,1144.51,1144.76,false
44,4.86,1882.0,20.57,3057.0,100.0,0.0,0.0,0.0,4.86,186.82,1147.48,1153.19,false
45,4.858,1818.0,22.23,3059.0,100.0,0.0,0.0,0.0,4.858,190.53,1151.65,1140.6,false
46,4.852,1782.0,23.92,3063.0,100.0,0.0,0.0,0.0,4.852,195.55,1148.36,1153.66,false
