Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,2.016,1253.0,18.81,1850.0,51.0,0.001,704.0,0.22,2.017,73.45,459.87,462.72,false
1,4.594,1614.0,20.3,3072.0,99.98,0.0,0.0,0.0,4.594,133.78,1072.05,1072.46,false
2,4.856,1824.0,23.65,3053.0,100.0,0.0,708.0,0.22,4.856,180.86,1150.09,1154.08,false
3,4.848,1808.0,22.34,3055.0,100.0,0.0,0.0,0.0,4.848,186.27,1152.21,1150.84,false
4,4.839,1812.0,21.8,3056.0,100.0,0.001,711.0,0.53,4.84,184.27,1149.93,1153.03,false
5,4.842,1768.0,19.79,3054.0,100.0,0.0,0.0,0.0,4.842,181.76,1149.33,1152.76,false
6,4.804,1866.0,20.97,3058.0,100.0,0.0,0.0,0.0,4.804,179.26,1147.97,1152.5,false
7,4.825,1878.0,22.36,3057.0,100.0,0.0,0.0,0.0,4.825,188.84,1144.78,1147.24,false
8,4.829,1933.0,21.44,3055.0,100.0,0.003,712.0,0.63,4.831,186.69,1152.0,1138.09,false
9,4.808,1904.0,23.4,3058.0,100.0,0.0,708.0,0.22,4.808,187.4,1146.04,1146.84,false
10,4.827,1881.0,21.56,3058.0,100.0,0.0,0.0,0.0,4.827,185.92,1144.11,1147.05,false
11,4.815,1755.0,19.79,3059.0,100.0,0.003,715.0,0.83,4.818,192.12,1151.68,1149.4,false
12,4.839,1866.0,27.54,3061.0,100.0,0.003,712.0,0.31,4.842,189.55,1145.41,1139.93,false
13,4.823,1764.0,27.15,3063.0,100.0,0.002,711.0,0.85,4.825,194.53,1152.72,1157.0,false
14,4.823,1926.0,24.06,3059.0,100.0,0.001,708.0,0.43,4.824,183.4,1141.1,1141.43,false
15,4.809,1944.0,25.16,3060.0,100.0,0.0,708.0,0.22,4.809,181.54,1150.97,1133.54,false
16,4.834,1971.0,20.62,3055.0,100.0,0.0,0.0,0.0,4.834,186.18,1144.64,1149.63,false
17,4.828,1949.0,19.96,3056.0,100.0,0.0,0.0,0.0,4.828,185.1,1143.11,1133.3,false
18,4.826,1905.0,21.58,3058.0,100.0,0.0,0.0,0.0,4.826,183.19,1144.52,1144.67,false
19,4.823,1968.0,23.1,3058.0,100.0,0.0,0.0,0.0,4.823,187.78,1144.75,1141.18,false
20,4.826,1941.0,20.23,3057.0,100.0,0.0,0.0,0.0,4.826,183.6,1144.28,1145.48,false
21,4.837,1895.0,21.31,3057.0,100.0,0.0,0.0,0.0,4.837,186.23,1149.36,1132.58,false
22,4.843,1933.0,19.82,3055.0,100.0,0.0,0.0,0.0,4.843,185.43,1143.8,1150.79,false
23,4.82,1790.0,24.22,3063.0,100.0,0.0,0.0,0.0,4.82,185.78,1146.87,1139.19,false
24,4.833,1883.0,21.83,3059.0,100.0,0.0,0.0,0.0,4.833,184.75,1149.12,1145.61,false
25,4.844,1974.0,18.28,3055.0,100.0,0.0,0.0,0.0,4.844,184.95,1140.3,1143.94,false
26,4.851,1934.0,20.45,3056.0,100.0,0.002,715.0,0.93,4.853,188.45,1147.61,1142.43,false
27,4.804,1889.0,23.41,3060.0,100.0,0.0,0.0,0.0,4.804,185.28,1140.09,1146.32,false
28,4.873,1994.0,23.37,3055.0,100.0,0.0,712.0,0.32,4.873,187.45,1154.6,1132.36,false
29,4.908,1965.0,33.22,3056.0,100.0,0.0,0.0,0.0,4.908,189.92,1147.31,1145.14,false
30,4.811,1771.0,22.19,3064.0,100.0,0.0,0.0,0.0,4.811,161.07,1147.24,1152.99,false
31,4.823,1801.0,24.21,3060.0,100.0,0.0,0.0,0.0,4.823,178.7,1140.56,1141.21,false
32,4.834,1872.0,21.43,3059.0,100.0,0.0,0.0,0.0,4.834,184.82,1154.82,1151.01,false
33,4.821,1910.0,22.09,3060.0,100.0,0.0,0.0,0.0,4.821,186.53,1137.51,1145.91,false
34,4.866,1876.0,21.59,3055.0,100.0,0.0,712.0,0.32,4.866,188.37,1148.2,1137.8,false
35,4.856,1893.0,25.29,3059.0,100.0,0.004,712.0,0.53,4.86,191.45,1147.58,1142.43,false
36,4.852,1848.0,27.4,3060.0,100.0,0.0,708.0,0.22,4.852,193.21,1147.37,1149.06,false
37,4.839,1974.0,24.63,3058.0,100.0,0.001,712.0,0.31,4.84,186.87,1147.7,1140.88,false
38,4.857,1865.0,21.17,3058.0,100.0,0.0,0.0,0.0,4.857,186.65,1144.44,1142.47,false
39,4.842,1830.0,29.13,3063.0,100.0,0.0,0.0,0.0,4.842,194.5,1153.23,1142.3,false
40,4.885,1887.0,22.73,3057.0,100.0,0.0,709.0,0.22,4.885,188.05,1145.12,1142.01,false
41,4.861,1954.0,21.41,3057.0,100.0,0.001,708.0,0.22,4.862,186.55,1140.33,1142.16,false
42,4.843,1894.0,25.84,3061.0,100.0,0.0,0.0,0.0,4.843,187.69,1145.62,1147.73,false
43,4.878,1817.0,27.22,3060.0,100.0,0.003,713.0,0.73,4.881,189.48,1153.27,1147.19,false
44,4.871,1880.0,24.29,3060.0,100.0,0.0,712.0,0.32,4.871,185.89,1147.97,1140.51,false
45,4.884,1867.0,22.39,3057.0,100.0,0.0,0.0,0.0,4.884,187.0,1147.78,1135.98,false
46,4.874,1779.0,21.35,3060.0,100.0,0.0,0.0,0.0,4.874,190.03,1144.06,1153.83,false
47,4.895,1828.0,21.65,3056.0,100.0,0.0,0.0,0.0,4.895,189.37,1148.35,1142.54,false
48,4.878,1891.0,22.44,3058.0,100.0,0.0,0.0,0.0,4.878,187.71,1146.5,1137.64,false
49,4.861,1941.0,22.99,3058.0,100.0,0.0,0.0,0.0,4.861,186.77,1143.63,1139.05,false
50,4.89,1781.0,21.99,3058.0,100.0,0.0,0.0,0.0,4.89,188.76,1144.73,1146.34,false
51,4.832,1956.0,20.93,3061.0,100.0,0.0,0.0,0.0,4.832,185.15,1152.82,1145.54,false
52,4.846,1810.0,23.28,3064.0,100.0,0.0,0.0,0.0,4.846,192.27,1145.84,1151.56,false
53,4.841,1874.0,19.59,3061.0,100.0,0.0,0.0,0.0,4.841,186.08,1146.15,1141.79,false
54,4.873,1971.0,16.48,3055.0,100.0,0.0,0.0,0.0,4.873,187.32,1142.42,1138.86,false
55,4.895,1980.0,18.64,3055.0,100.0,0.0,0.0,0.0,4.895,185.98,1147.72,1142.09,false
56,4.92,1859.0,25.46,3057.0,100.0,0.0,0.0,0.0,4.92,192.29,1143.18,1146.22,false
57,4.883,1719.0,24.39,3064.0,100.0,0.0,0.0,0.0,4.883,193.53,1152.89,1140.88,false
58,4.914,1876.0,35.61,3060.0,100.0,0.0,0.0,0.0,4.914,194.53,1146.99,1152.63,false
59,4.897,1910.0,20.66,3058.0,100.0,0.0,0.0,0.0,4.897,189.23,1144.61,1143.67,false
60,4.871,1839.0,24.91,3062.0,100.0,0.0,712.0,0.31,4.871,192.24,1150.88,1147.95,false
61,4.861,1807.0,18.83,3057.0,100.0,0.0,0.0,0.0,4.861,157.29,1144.97,1142.44,false
62,4.827,1801.0,27.62,3067.0,100.0,0.0,0.0,0.0,4.827,179.8,1149.45,1148.09,false
63,4.836,1892.0,27.46,3064.0,100.0,0.0,0.0,0.0,4.836,186.16,1147.7,1142.99,false
64,4.837,1882.0,24.9,3063.0,100.0,0.001,709.0,0.22,4.838,187.79,1138.42,1142.84,false
