Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.948,1230.0,16.78,1794.0,48.39,0.0,0.0,0.0,1.948,71.91,440.23,440.38,false
1,4.549,1622.0,19.1,3075.0,99.98,0.001,712.0,0.32,4.55,129.3,1074.92,1071.78,false
2,4.809,1837.0,20.92,3055.0,100.0,0.0,0.0,0.0,4.809,186.57,1152.01,1155.12,false
3,4.805,1783.0,22.17,3059.0,100.0,0.0,709.0,0.22,4.805,170.76,1147.55,1145.11,false
4,4.783,1819.0,20.75,3064.0,100.0,0.0,0.0,0.0,4.783,165.63,1161.06,1157.79,false
5,4.8,1842.0,19.34,3053.0,100.0,0.0,0.0,0.0,4.8,180.35,1151.69,1146.73,false
6,4.796,1843.0,24.19,3059.0,100.0,0.0,0.0,0.0,4.796,174.46,1143.6,1146.95,false
7,4.768,1805.0,20.97,3064.0,100.0,0.0,0.0,0.0,4.768,186.93,1157.14,1157.23,false
8,4.756,1883.0,20.08,3062.0,100.0,0.0,0.0,0.0,4.756,184.75,1149.11,1147.34,false
9,4.78,1843.0,25.13,3063.0,100.0,0.0,708.0,0.22,4.78,192.09,1148.4,1146.6,false
10,4.825,1964.0,21.96,3056.0,100.0,0.0,709.0,0.22,4.825,187.22,1142.06,1147.33,false
11,4.823,1858.0,20.65,3057.0,100.0,0.0,0.0,0.0,4.823,192.88,1154.99,1147.18,false
12,4.789,1824.0,25.39,3062.0,100.0,0.0,0.0,0.0,4.789,192.9,1140.62,1144.86,false
13,4.795,1916.0,20.35,3058.0,100.0,0.0,0.0,0.0,4.795,185.1,1155.95,1147.06,false
14,4.804,1912.0,24.54,3060.0,100.0,0.0,0.0,0.0,4.804,187.48,1145.49,1141.97,false
15,4.81,1855.0,21.32,3058.0,100.0,0.0,0.0,0.0,4.81,188.7,1145.38,1149.09,false
16,4.804,1798.0,24.51,3062.0,100.0,0.0,0.0,0.0,4.804,192.09,1147.73,1154.24,false
17,4.818,1949.0,20.92,3056.0,100.0,0.0,0.0,0.0,4.818,186.69,1146.79,1140.89,false
18,4.884,1980.0,32.12,3054.0,100.0,0.0,0.0,0.0,4.884,191.97,1147.27,1147.87,false
19,4.829,1975.0,19.71,3055.0,100.0,0.001,714.0,0.73,4.83,185.31,1142.15,1149.76,false
20,4.815,1946.0,23.4,3060.0,100.0,0.0,0.0,0.0,4.815,185.77,1138.19,1150.1,false
21,4.82,1989.0,18.55,3055.0,100.0,0.0,0.0,0.0,4.82,184.39,1149.21,1144.2,false
22,4.8,1887.0,24.15,3061.0,100.0,0.0,0.0,0.0,4.8,188.89,1139.41,1142.44,false
23,4.833,1888.0,16.59,3055.0,100.0,0.0,0.0,0.0,4.833,185.25,1146.75,1147.55,false
