Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.966,1273.0,24.4,1760.0,48.15,0.0,0.0,0.0,1.966,71.79,439.94,439.71,false
1,4.545,1630.0,19.28,3073.0,99.98,0.001,712.0,0.32,4.546,133.56,1073.48,1074.97,false
2,4.791,1880.0,20.61,3052.0,100.0,0.0,708.0,0.22,4.791,183.6,1138.35,1150.03,false
3,4.79,1851.0,19.35,3052.0,100.0,0.001,711.0,0.53,4.791,178.98,1156.85,1141.5,false
4,4.804,1800.0,18.75,3052.0,100.0,0.0,0.0,0.0,4.804,183.21,1137.71,1154.85,false
5,4.848,1817.0,30.54,3055.0,100.0,0.0,0.0,0.0,4.848,184.29,1157.73,1159.25,false
6,4.798,1921.0,19.75,3056.0,100.0,0.0,0.0,0.0,4.798,185.91,1141.57,1150.88,false
7,4.773,1862.0,17.81,3059.0,100.0,0.0,0.0,0.0,4.773,189.13,1150.04,1142.16,false
8,4.778,1877.0,24.64,3062.0,100.0,0.0,0.0,0.0,4.778,190.6,1144.56,1150.81,false
9,4.771,1880.0,26.31,3062.0,100.0,0.002,715.0,0.52,4.773,187.81,1143.83,1136.6,false
10,4.827,1951.0,20.37,3055.0,100.0,0.0,709.0,0.22,4.827,189.21,1147.41,1149.34,false
11,4.825,1903.0,20.71,3056.0,100.0,0.0,0.0,0.0,4.825,189.73,1144.9,1148.11,false
12,4.805,1903.0,21.5,3059.0,100.0,0.001,711.0,0.31,4.806,188.64,1150.62,1142.98,false
13,4.787,1888.0,23.61,3061.0,100.0,0.0,0.0,0.0,4.787,189.82,1146.69,1142.09,false
14,4.816,1905.0,20.54,3056.0,100.0,0.0,0.0,0.0,4.816,186.33,1142.74,1137.32,false
15,4.802,1838.0,21.28,3060.0,100.0,0.0,0.0,0.0,4.802,192.05,1145.22,1153.73,false
16,4.811,1813.0,21.62,3060.0,100.0,0.0,0.0,0.0,4.811,191.74,1144.24,1143.18,false
17,4.763,1927.0,25.41,3062.0,100.0,0.0,709.0,0.22,4.763,185.01,1142.45,1137.78,false
18,4.825,1824.0,20.32,3059.0,100.0,0.0,0.0,0.0,4.825,185.33,1153.39,1154.57,false
19,4.787,1898.0,21.82,3060.0,100.0,0.0,0.0,0.0,4.787,187.6,1146.32,1140.89,false
20,4.781,1846.0,18.83,3059.0,100.0,0.0,0.0,0.0,4.781,185.23,1134.67,1143.12,false
21,4.828,1984.0,18.68,3055.0,100.0,0.0,0.0,0.0,4.828,185.24,1146.82,1143.93,false
22,4.788,1897.0,21.52,3061.0,100.0,0.0,0.0,0.0,4.788,180.68,1144.66,1141.87,false
23,4.828,1832.0,19.94,3058.0,100.0,0.0,0.0,0.0,4.828,189.86,1145.11,1140.44,false
24,4.79,1843.0,25.97,3064.0,100.0,0.0,0.0,0.0,4.79,190.9,1149.11,1146.03,false
25,4.828,1888.0,20.97,3057.0,100.0,0.0,0.0,0.0,4.828,189.29,1149.36,1142.37,false
26,4.837,1963.0,18.6,3055.0,100.0,0.0,0.0,0.0,4.837,185.44,1147.3,1135.88,false
27,4.82,1891.0,22.29,3060.0,100.0,0.0,0.0,0.0,4.82,191.52,1148.55,1151.17,false
28,4.811,1890.0,15.92,3056.0,100.0,0.0,712.0,0.32,4.811,186.35,1135.31,1144.21,false
29,4.821,1832.0,22.49,3059.0,100.0,0.0,0.0,0.0,4.821,189.23,1155.64,1140.86,false
30,4.815,1785.0,19.37,3059.0,100.0,0.0,0.0,0.0,4.815,163.95,1147.83,1146.93,false
31,4.834,1884.0,20.84,3058.0,100.0,0.0,0.0,0.0,4.834,176.42,1141.88,1145.15,false
32,4.817,1949.0,22.5,3060.0,100.0,0.0,0.0,0.0,4.817,184.56,1148.29,1135.86,false
33,4.834,1936.0,22.33,3060.0,100.0,0.0,0.0,0.0,4.834,185.95,1144.8,1150.95,false
34,4.866,1907.0,22.35,3055.0,100.0,0.0,0.0,0.0,4.866,187.33,1146.36,1142.8,false
35,4.877,1956.0,29.26,3056.0,100.0,0.0,712.0,0.63,4.877,191.17,1138.04,1140.77,false
36,4.88,1809.0,21.01,3059.0,100.0,0.0,0.0,0.0,4.88,191.12,1159.37,1147.13,false
37,4.842,1887.0,21.2,3060.0,100.0,0.0,0.0,0.0,4.842,189.28,1146.79,1138.17,false
38,4.863,1962.0,18.47,3055.0,100.0,0.0,0.0,0.0,4.863,186.0,1142.82,1142.18,false
39,4.832,1825.0,24.44,3065.0,100.0,0.0,0.0,0.0,4.832,186.76,1148.26,1147.33,false
40,4.833,1863.0,23.2,3064.0,100.0,0.0,0.0,0.0,4.833,180.33,1137.3,1154.2,false
41,4.841,1949.0,22.43,3058.0,100.0,0.003,713.0,0.32,4.844,186.39,1154.92,1137.98,false
42,4.86,1873.0,21.12,3059.0,100.0,0.0,0.0,0.0,4.86,191.77,1147.23,1155.37,false
43,4.821,1884.0,24.29,3062.0,100.0,0.0,0.0,0.0,4.821,189.03,1138.56,1145.96,false
44,4.866,1894.0,18.84,3057.0,100.0,0.0,0.0,0.0,4.866,188.7,1147.77,1138.59,false
45,4.85,1737.0,19.11,3067.0,100.0,0.0,0.0,0.0,4.85,176.54,1149.1,1149.69,false
46,4.842,1789.0,20.48,3063.0,100.0,0.0,0.0,0.0,4.842,188.68,1142.78,1153.0,false
47,4.839,1909.0,20.95,3059.0,100.0,0.0,0.0,0.0,4.839,190.77,1155.22,1136.98,false
48,4.825,1863.0,19.79,3059.0,100.0,0.0,0.0,0.0,4.825,186.39,1136.75,1149.35,false
49,4.85,1773.0,22.1,3061.0,100.0,0.0,0.0,0.0,4.85,192.51,1153.4,1147.25,false
50,4.846,1864.0,21.9,3059.0,100.0,0.0,0.0,0.0,4.846,190.2,1145.72,1141.52,false
51,4.838,1903.0,21.13,3057.0,100.0,0.0,0.0,0.0,4.838,189.42,1141.31,1142.94,false
52,4.864,1826.0,20.22,3058.0,100.0,0.0,0.0,0.0,4.864,185.81,1147.93,1140.67,false
53,4.842,1877.0,23.74,3061.0,100.0,0.0,0.0,0.0,4.842,188.63,1145.88,1138.63,false
54,4.878,1849.0,21.26,3059.0,100.0,0.0,0.0,0.0,4.878,190.44,1146.4,1151.45,false
55,4.843,1849.0,23.13,3061.0,100.0,0.0,0.0,0.0,4.843,191.26,1146.87,1139.17,false
56,4.819,1912.0,25.64,3063.0,100.0,0.0,0.0,0.0,4.819,191.44,1140.66,1147.99,false
57,4.869,1887.0,20.3,3057.0,100.0,0.0,0.0,0.0,4.869,186.17,1145.44,1143.39,false
58,4.869,1848.0,21.79,3060.0,100.0,0.0,0.0,0.0,4.869,190.89,1151.28,1147.3,false
59,4.901,1791.0,23.04,3060.0,100.0,0.0,0.0,0.0,4.901,191.32,1147.0,1145.85,false
60,4.884,1759.0,20.44,3062.0,100.0,0.0,0.0,0.0,4.884,186.2,1146.82,1155.79,false
61,4.834,1877.0,20.41,3057.0,100.0,0.0,714.0,0.41,4.834,156.13,1144.48,1143.61,false
62,4.859,1834.0,22.52,3060.0,100.0,0.0,0.0,0.0,4.859,190.91,1142.09,1141.18,false
63,4.867,1819.0,19.86,3058.0,100.0,0.0,0.0,0.0,4.867,189.86,1148.88,1140.61,false
64,4.883,1792.0,36.25,3065.0,100.0,0.0,0.0,0.0,4.883,191.0,1153.14,1155.94,false
65,4.874,1980.0,20.85,3056.0,100.0,0.0,713.0,0.31,4.874,189.27,1135.34,1143.42,false
66,4.895,1966.0,18.9,3055.0,100.0,0.0,0.0,0.0,4.895,188.8,1146.12,1139.93,false
67,4.859,1932.0,20.81,3059.0,100.0,0.0,0.0,0.0,4.859,187.42,1151.93,1141.25,false
68,4.864,1830.0,22.5,3061.0,100.0,0.0,0.0,0.0,4.864,190.36,1140.72,1142.6,false
69,4.872,1923.0,19.86,3060.0,100.0,0.0,0.0,0.0,4.872,186.31,1150.94,1148.38,false
70,4.847,1861.0,21.93,3062.0,100.0,0.0,0.0,0.0,4.847,190.62,1144.69,1143.93,false
71,4.908,1824.0,22.5,3061.0,100.0,0.0,0.0,0.0,4.908,186.1,1151.42,1151.39,false
72,4.866,1909.0,23.77,3059.0,100.0,0.0,710.0,0.22,4.866,190.37,1135.64,1142.07,false
73,4.894,1926.0,17.47,3055.0,100.0,0.0,0.0,0.0,4.894,187.4,1149.52,1145.94,false
74,4.881,1844.0,21.57,3059.0,100.0,0.0,0.0,0.0,4.881,191.37,1149.0,1136.99,false
75,4.886,1830.0,20.04,3057.0,100.0,0.0,0.0,0.0,4.886,190.24,1147.9,1147.13,false
76,4.883,1894.0,21.98,3059.0,100.0,0.0,0.0,0.0,4.883,189.79,1147.61,1140.89,false
77,4.884,1957.0,20.04,3057.0,100.0,0.0,0.0,0.0,4.884,186.87,1143.52,1141.72,false
78,4.899,1851.0,23.8,3060.0,100.0,0.0,708.0,0.22,4.899,193.66,1148.69,1150.37,false
79,4.855,1943.0,23.29,3060.0,100.0,0.0,0.0,0.0,4.855,188.83,1147.69,1143.99,false
80,4.892,1823.0,23.91,3062.0,100.0,0.0,0.0,0.0,4.892,195.88,1147.31,1142.5,false
81,4.872,1924.0,23.42,3061.0,100.0,0.0,0.0,0.0,4.872,189.8,1147.81,1143.3,false
