Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.773,1283.0,28.54,1711.0,44.78,0.0,0.0,0.0,1.773,63.6,376.29,374.23,false
1,4.509,1627.0,19.93,3075.0,99.97,0.0,711.0,0.32,4.509,122.97,1074.05,1067.83,false
2,4.781,1799.0,21.48,3057.0,100.0,0.0,0.0,0.0,4.781,180.4,1151.74,1156.39,false
3,4.779,1778.0,21.68,3062.0,100.0,0.0,0.0,0.0,4.779,170.87,1153.94,1150.29,false
4,4.758,1820.0,22.23,3059.0,100.0,0.0,0.0,0.0,4.758,177.61,1155.44,1144.67,false
5,4.78,1881.0,17.43,3052.0,100.0,0.0,0.0,0.0,4.78,180.93,1151.72,1154.84,false
6,4.83,1934.0,24.4,3053.0,100.0,0.0,0.0,0.0,4.83,183.55,1149.37,1142.67,false
7,4.782,1862.0,23.78,3059.0,100.0,0.0,709.0,0.22,4.782,189.45,1156.01,1147.01,false
8,4.728,1883.0,27.68,3064.0,100.0,0.0,0.0,0.0,4.728,185.49,1149.32,1141.5,false
9,4.785,1956.0,20.37,3054.0,100.0,0.0,708.0,0.22,4.785,187.19,1140.36,1148.7,false
10,4.745,1947.0,23.23,3062.0,100.0,0.0,0.0,0.0,4.745,183.71,1150.05,1139.82,false
11,4.743,1815.0,26.47,3064.0,100.0,0.0,0.0,0.0,4.743,190.41,1157.64,1137.28,false
12,4.758,1872.0,24.61,3061.0,100.0,0.0,0.0,0.0,4.758,186.82,1142.32,1151.56,false
13,4.769,1902.0,23.01,3061.0,100.0,0.0,0.0,0.0,4.769,182.74,1155.42,1143.94,false
14,4.756,1790.0,20.74,3062.0,100.0,0.0,0.0,0.0,4.756,185.08,1152.16,1146.63,false
15,4.765,1889.0,23.14,3061.0,100.0,0.0,0.0,0.0,4.765,184.57,1150.25,1140.32,false
16,4.797,1951.0,19.18,3055.0,100.0,0.0,0.0,0.0,4.797,185.44,1145.39,1144.81,false
17,4.773,1942.0,22.8,3059.0,100.0,0.0,0.0,0.0,4.773,183.32,1151.38,1143.21,false
18,4.76,1816.0,26.08,3064.0,100.0,0.0,0.0,0.0,4.76,189.8,1143.23,1134.65,false
19,4.79,1915.0,21.58,3060.0,100.0,0.0,0.0,0.0,4.79,183.57,1152.18,1153.75,false
20,4.777,1855.0,22.41,3061.0,100.0,0.0,0.0,0.0,4.777,188.07,1154.39,1144.78,false
21,4.938,1827.0,36.77,3058.0,100.0,0.0,0.0,0.0,4.938,188.16,1153.06,1142.07,false
22,4.8,1871.0,23.52,3059.0,100.0,0.0,0.0,0.0,4.8,188.99,1141.19,1141.89,false
23,4.763,1894.0,26.79,3064.0,100.0,0.0,0.0,0.0,4.763,185.84,1152.45,1145.56,false
24,4.778,1840.0,23.64,3060.0,100.0,0.0,0.0,0.0,4.778,187.77,1154.2,1134.26,false
25,4.814,1865.0,23.34,3058.0,100.0,0.001,714.0,0.41,4.815,186.96,1144.3,1150.72,false
26,4.821,1916.0,19.24,3055.0,100.0,0.0,0.0,0.0,4.821,186.82,1153.94,1137.82,false
27,4.871,1939.0,33.59,3055.0,100.0,0.0,712.0,0.63,4.871,190.87,1153.02,1136.78,false
28,4.799,1920.0,23.53,3061.0,100.0,0.0,0.0,0.0,4.799,184.92,1149.41,1147.16,false
29,4.815,1875.0,22.95,3059.0,100.0,0.0,0.0,0.0,4.815,188.73,1150.9,1149.28,false
30,4.781,1861.0,21.82,3059.0,100.0,0.0,0.0,0.0,4.781,161.94,1146.44,1138.59,false
31,4.8,1807.0,22.56,3063.0,100.0,0.002,713.0,0.32,4.802,175.41,1153.21,1146.97,false
32,4.822,1881.0,18.78,3056.0,100.0,0.0,0.0,0.0,4.822,186.9,1147.97,1146.51,false
33,4.817,1869.0,23.68,3059.0,100.0,0.0,708.0,0.22,4.817,190.9,1147.77,1137.57,false
34,4.816,1838.0,23.54,3062.0,100.0,0.0,0.0,0.0,4.816,187.81,1152.28,1152.07,false
35,4.784,1763.0,20.76,3064.0,100.0,0.0,0.0,0.0,4.784,190.16,1154.52,1145.85,false
36,4.785,1934.0,22.98,3062.0,100.0,0.0,0.0,0.0,4.785,184.06,1151.09,1137.31,false
37,4.807,1864.0,24.09,3061.0,100.0,0.0,0.0,0.0,4.807,188.76,1148.41,1149.62,false
38,4.825,1928.0,20.01,3056.0,100.0,0.0,0.0,0.0,4.825,184.18,1145.15,1140.83,false
39,4.835,1959.0,19.02,3055.0,100.0,0.0,0.0,0.0,4.835,185.36,1153.9,1133.63,false
40,4.812,1940.0,21.97,3059.0,100.0,0.0,0.0,0.0,4.812,184.47,1148.0,1142.14,false
41,4.812,1958.0,20.95,3059.0,100.0,0.0,0.0,0.0,4.812,184.57,1143.96,1150.25,false
42,4.844,2007.0,20.13,3055.0,100.0,0.0,0.0,0.0,4.844,189.54,1156.78,1132.42,false
43,4.841,1854.0,21.71,3058.0,100.0,0.0,0.0,0.0,4.841,189.21,1147.3,1153.75,false
44,4.861,1883.0,20.01,3056.0,100.0,0.0,0.0,0.0,4.861,186.38,1152.65,1138.78,false
45,4.833,1904.0,21.15,3057.0,100.0,0.0,0.0,0.0,4.833,186.72,1142.17,1139.74,false
46,4.857,1805.0,31.92,3062.0,100.0,0.0,0.0,0.0,4.857,192.54,1156.24,1149.28,false
47,4.802,1787.0,25.83,3067.0,100.0,0.0,0.0,0.0,4.802,191.49,1148.95,1137.88,false
48,4.825,1764.0,21.73,3066.0,100.0,0.0,0.0,0.0,4.825,182.18,1157.84,1145.09,false
49,4.831,1916.0,21.1,3056.0,100.0,0.0,0.0,0.0,4.831,186.97,1148.56,1144.06,false
50,4.841,1945.0,19.5,3056.0,100.0,0.0,0.0,0.0,4.841,184.99,1145.01,1143.21,false
51,4.842,1906.0,22.45,3058.0,100.0,0.0,0.0,0.0,4.842,187.81,1152.37,1144.22,false
52,4.817,1814.0,24.59,3065.0,100.0,0.0,0.0,0.0,4.817,182.65,1149.32,1145.94,false
53,4.85,1804.0,23.0,3061.0,100.0,0.0,0.0,0.0,4.85,195.86,1152.88,1140.66,false
54,4.86,1889.0,21.74,3057.0,100.0,0.0,0.0,0.0,4.86,188.46,1142.62,1146.97,false
55,4.837,1927.0,21.92,3058.0,100.0,0.0,0.0,0.0,4.837,186.51,1156.46,1136.54,false
56,4.843,1755.0,20.43,3064.0,100.0,0.0,0.0,0.0,4.843,189.87,1150.27,1148.95,false
57,4.915,1917.0,30.6,3054.0,100.0,0.0,0.0,0.0,4.915,191.3,1149.31,1141.49,false
58,4.87,1847.0,20.17,3056.0,100.0,0.0,0.0,0.0,4.87,191.01,1151.96,1142.87,false
59,4.873,1870.0,18.61,3056.0,100.0,0.0,0.0,0.0,4.873,189.96,1149.05,1143.62,false
60,4.848,1881.0,18.24,3056.0,100.0,0.0,0.0,0.0,4.848,187.88,1151.78,1142.01,false
61,4.835,1757.0,21.7,3064.0,100.0,0.0,0.0,0.0,4.835,154.32,1153.78,1149.32,false
62,4.849,1931.0,22.14,3058.0,100.0,0.0,712.0,0.32,4.849,181.36,1149.3,1141.08,false
63,4.844,1940.0,22.67,3058.0,100.0,0.0,0.0,0.0,4.844,191.5,1147.48,1139.64,false
64,4.843,1841.0,23.99,3061.0,100.0,0.0,0.0,0.0,4.843,185.88,1152.77,1147.86,false
65,4.827,1887.0,24.26,3061.0,100.0,0.0,0.0,0.0,4.827,188.16,1143.67,1147.52,false
66,4.836,1898.0,23.88,3060.0,100.0,0.0,0.0,0.0,4.836,189.11,1152.78,1140.76,false
67,4.876,1966.0,19.72,3055.0,100.0,0.0,0.0,0.0,4.876,188.28,1145.93,1146.6,false
68,4.858,1948.0,19.14,3055.0,100.0,0.0,0.0,0.0,4.858,186.91,1155.52,1129.79,false
