Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,2.002,1262.0,32.34,1759.0,48.52,0.0,0.0,0.0,2.002,71.72,447.98,448.07,false
1,4.563,1704.0,19.85,3070.0,99.98,0.003,714.0,0.41,4.566,138.55,1072.88,1066.82,false
2,4.792,1854.0,19.52,3052.0,100.0,0.0,709.0,0.22,4.792,178.86,1141.52,1156.09,false
3,4.786,1851.0,18.67,3052.0,100.0,0.0,0.0,0.0,4.786,179.91,1153.14,1149.68,false
4,4.798,1845.0,18.7,3052.0,100.0,0.0,709.0,0.22,4.798,179.89,1149.14,1145.33,false
5,4.787,1872.0,16.14,3052.0,100.0,0.0,0.0,0.0,4.787,179.03,1145.32,1156.33,false
6,4.777,1908.0,22.0,3057.0,100.0,0.0,0.0,0.0,4.777,184.53,1146.72,1138.99,false
7,4.785,1864.0,22.18,3059.0,100.0,0.0,0.0,0.0,4.785,188.66,1150.84,1151.74,false
8,4.797,1878.0,19.55,3056.0,100.0,0.0,0.0,0.0,4.797,186.96,1139.27,1148.73,false
9,4.796,1978.0,18.89,3055.0,100.0,0.001,712.0,0.31,4.797,186.85,1143.3,1145.87,false
10,4.814,1870.0,20.39,3057.0,100.0,0.0,0.0,0.0,4.814,192.41,1153.67,1148.24,false
11,4.786,1825.0,22.44,3065.0,100.0,0.0,0.0,0.0,4.786,179.96,1147.84,1147.29,false
12,4.788,1892.0,21.42,3059.0,100.0,0.0,0.0,0.0,4.788,188.74,1134.85,1139.62,false
13,5.052,1863.0,30.24,3057.0,100.0,0.0,0.0,0.0,5.052,192.01,1152.92,1153.73,false
14,5.276,1963.0,30.06,3047.0,100.0,0.001,711.0,0.32,5.277,190.17,1143.34,1148.46,false
15,4.827,1911.0,23.09,3058.0,100.0,0.0,0.0,0.0,4.827,191.89,1149.38,1144.35,false
16,4.829,1960.0,20.25,3055.0,100.0,0.0,709.0,0.22,4.829,188.96,1141.21,1149.74,false
17,4.797,1846.0,22.13,3060.0,100.0,0.0,0.0,0.0,4.797,188.0,1141.49,1144.79,false
18,4.881,1847.0,33.21,3058.0,100.0,0.0,0.0,0.0,4.881,187.89,1151.75,1149.94,false
19,4.818,1869.0,30.53,3062.0,100.0,0.0,709.0,0.22,4.818,187.59,1136.85,1149.54,false
20,4.848,1829.0,23.94,3058.0,100.0,0.0,0.0,0.0,4.848,192.38,1151.76,1147.8,false
21,4.83,1855.0,21.4,3058.0,100.0,0.0,0.0,0.0,4.83,188.1,1146.26,1144.72,false
22,4.859,1877.0,28.16,3059.0,100.0,0.0,0.0,0.0,4.859,195.05,1136.78,1147.94,false
23,4.813,1926.0,20.5,3057.0,100.0,0.0,0.0,0.0,4.813,185.28,1150.96,1144.39,false
24,4.83,1757.0,22.41,3063.0,100.0,0.0,0.0,0.0,4.83,191.62,1142.12,1148.03,false
25,4.821,1841.0,16.45,3056.0,100.0,0.0,0.0,0.0,4.821,187.26,1145.63,1151.1,false
26,4.84,1947.0,18.68,3055.0,100.0,0.0,0.0,0.0,4.84,185.8,1145.45,1147.67,false
27,4.815,1875.0,23.8,3059.0,100.0,0.0,712.0,0.63,4.815,190.6,1146.57,1140.19,false
28,4.853,1942.0,19.76,3056.0,100.0,0.0,0.0,0.0,4.853,187.63,1144.64,1148.18,false
