Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.993,1307.0,27.57,1822.0,49.41,0.001,705.0,0.22,1.994,72.12,447.36,447.13,false
1,4.567,1643.0,20.22,3076.0,99.97,0.0,0.0,0.0,4.567,128.06,1071.0,1072.45,false
2,4.816,1839.0,20.35,3053.0,100.0,0.0,708.0,0.22,4.816,182.43,1145.17,1145.57,false
3,4.824,1870.0,19.2,3052.0,100.0,0.0,0.0,0.0,4.824,178.76,1143.41,1154.54,false
4,4.826,1868.0,19.61,3052.0,100.0,0.0,709.0,0.22,4.826,180.26,1153.49,1140.75,false
5,4.834,1890.0,19.4,3052.0,100.0,0.0,0.0,0.0,4.834,182.74,1147.99,1159.13,false
6,4.805,1846.0,21.58,3056.0,100.0,0.0,0.0,0.0,4.805,186.29,1147.66,1147.73,false
7,4.769,1881.0,24.53,3060.0,100.0,0.0,0.0,0.0,4.769,185.06,1144.36,1146.26,false
8,4.818,1843.0,21.07,3056.0,100.0,0.0,0.0,0.0,4.818,185.86,1158.19,1146.94,false
9,4.81,1883.0,21.45,3055.0,100.0,0.001,710.0,0.53,4.811,185.04,1144.81,1144.64,false
10,4.788,1794.0,26.6,3063.0,100.0,0.0,708.0,0.22,4.788,189.78,1149.5,1149.64,false
11,4.801,1890.0,22.28,3057.0,100.0,0.0,0.0,0.0,4.801,181.22,1145.02,1139.02,false
12,4.818,1802.0,21.5,3054.0,100.0,0.0,0.0,0.0,4.818,187.67,1153.99,1154.4,false
13,4.798,1855.0,25.55,3056.0,100.0,0.0,0.0,0.0,4.798,187.13,1145.15,1144.72,false
14,4.859,1856.0,27.82,3057.0,100.0,0.001,713.0,0.73,4.86,188.81,1149.61,1149.04,false
15,4.827,1981.0,24.35,3056.0,100.0,0.0,0.0,0.0,4.827,187.34,1145.14,1145.23,false
16,4.882,1929.0,38.71,3057.0,100.0,0.0,0.0,0.0,4.882,188.58,1142.56,1151.56,false
17,4.837,1972.0,22.76,3055.0,100.0,0.0,0.0,0.0,4.837,189.05,1148.53,1140.22,false
18,5.052,1905.0,29.39,3054.0,100.0,0.0,709.0,0.22,5.052,191.79,1140.25,1144.94,false
19,4.824,1930.0,26.13,3058.0,100.0,0.0,0.0,0.0,4.824,189.26,1141.07,1152.62,false
20,4.831,1879.0,25.76,3058.0,100.0,0.0,0.0,0.0,4.831,190.29,1139.83,1146.75,false
21,4.835,1878.0,25.7,3059.0,100.0,0.0,0.0,0.0,4.835,184.82,1152.32,1150.54,false
22,4.817,1791.0,28.14,3063.0,100.0,0.0,0.0,0.0,4.817,193.35,1145.05,1153.86,false
