Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.931,1302.0,28.91,1763.0,47.61,0.0,0.0,0.0,1.931,73.51,439.88,439.74,false
1,4.556,1626.0,21.59,3075.0,99.98,0.0,714.0,0.41,4.556,128.73,1076.34,1072.76,false
2,4.834,1828.0,27.16,3056.0,100.0,0.0,0.0,0.0,4.834,177.46,1155.75,1149.38,false
3,4.829,1776.0,24.87,3058.0,100.0,0.002,712.0,0.32,4.831,173.7,1149.2,1144.98,false
4,4.799,1818.0,20.78,3060.0,100.0,0.0,0.0,0.0,4.799,174.35,1164.25,1158.5,false
5,4.839,1848.0,25.32,3055.0,100.0,0.001,708.0,0.22,4.84,185.15,1156.99,1152.95,false
6,4.857,1842.0,33.17,3061.0,100.0,0.0,0.0,0.0,4.857,184.34,1148.6,1149.8,false
7,4.841,1916.0,29.47,3058.0,100.0,0.0,0.0,0.0,4.841,190.51,1151.91,1134.72,false
8,4.845,1774.0,25.66,3061.0,100.0,0.0,710.0,0.22,4.845,192.09,1157.95,1154.75,false
9,4.816,1775.0,24.75,3062.0,100.0,0.0,713.0,0.31,4.816,189.21,1159.34,1153.99,false
10,4.832,1850.0,25.91,3058.0,100.0,0.003,711.0,0.53,4.835,190.24,1150.16,1142.9,false
11,4.804,1844.0,21.51,3060.0,100.0,0.0,0.0,0.0,4.804,189.98,1144.72,1147.15,false
12,4.826,1905.0,26.4,3058.0,100.0,0.001,712.0,0.53,4.827,187.0,1154.52,1135.6,false
13,4.76,1959.0,25.03,3063.0,100.0,0.0,0.0,0.0,4.76,185.29,1150.26,1146.93,false
14,4.791,1909.0,28.89,3063.0,100.0,0.0,0.0,0.0,4.791,188.92,1149.43,1151.06,false
15,4.821,1867.0,20.61,3057.0,100.0,0.0,0.0,0.0,4.821,189.97,1142.4,1140.03,false
16,4.808,1861.0,28.65,3063.0,100.0,0.0,0.0,0.0,4.808,189.66,1158.85,1146.84,false
17,4.807,1918.0,27.69,3062.0,100.0,0.0,0.0,0.0,4.807,190.22,1146.42,1139.86,false
