Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.955,1254.0,21.45,1779.0,49.25,0.0,0.0,0.0,1.955,70.26,453.34,455.16,false
1,4.574,1699.0,19.54,3072.0,99.9,0.001,714.0,0.41,4.575,136.47,1078.85,1071.63,false
2,4.787,1765.0,20.75,3058.0,100.0,0.0,0.0,0.0,4.787,176.14,1151.42,1150.99,false
3,4.79,1800.0,21.5,3058.0,100.0,0.0,0.0,0.0,4.79,179.7,1152.24,1149.3,false
4,4.795,1846.0,19.92,3055.0,100.0,0.0,0.0,0.0,4.795,180.32,1149.8,1150.16,false
5,4.813,1890.0,20.26,3052.0,100.0,0.003,713.0,0.31,4.816,181.06,1156.46,1148.58,false
6,4.798,1830.0,22.29,3058.0,100.0,0.0,0.0,0.0,4.798,189.07,1143.33,1147.65,false
7,4.786,1942.0,23.19,3059.0,99.98,0.0,708.0,0.22,4.786,187.01,1153.6,1149.1,false
8,4.795,1920.0,17.59,3055.0,100.0,0.0,0.0,0.0,4.795,186.92,1142.92,1138.27,false
9,4.812,1910.0,20.21,3057.0,100.0,0.0,708.0,0.22,4.812,188.94,1140.45,1149.23,false
10,4.765,1814.0,25.7,3065.0,100.0,0.0,0.0,0.0,4.765,186.91,1145.97,1146.75,false
11,4.814,1816.0,20.36,3056.0,100.0,0.0,0.0,0.0,4.814,186.53,1151.62,1148.82,false
12,4.817,1880.0,20.36,3055.0,100.0,0.0,0.0,0.0,4.817,188.16,1144.69,1148.91,false
13,4.805,1941.0,23.22,3059.0,100.0,0.0,0.0,0.0,4.805,189.77,1143.61,1148.35,false
14,4.82,1784.0,24.82,3063.0,100.0,0.0,708.0,0.22,4.82,186.66,1143.23,1148.91,false
15,4.818,1761.0,25.03,3061.0,100.0,0.001,710.0,0.53,4.819,191.79,1156.33,1153.28,false
16,4.83,1859.0,20.85,3056.0,100.0,0.0,0.0,0.0,4.83,186.99,1140.63,1145.25,false
17,4.791,1960.0,21.47,3058.0,100.0,0.0,0.0,0.0,4.791,184.29,1143.9,1141.68,false
18,4.801,1908.0,18.99,3058.0,100.0,0.0,0.0,0.0,4.801,187.49,1140.35,1141.15,false
19,4.817,1869.0,17.96,3056.0,100.0,0.0,0.0,0.0,4.817,187.67,1152.79,1148.88,false
