Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.938,1263.0,19.81,1762.0,48.74,0.0,0.0,0.0,1.938,73.34,440.66,440.66,false
1,4.557,1664.0,19.83,3073.0,99.99,0.001,712.0,0.32,4.558,135.12,1079.97,1071.32,false
2,4.78,1822.0,19.57,3055.0,100.0,0.0,0.0,0.0,4.78,177.83,1149.64,1151.61,false
3,4.874,1876.0,33.02,3052.0,100.0,0.001,711.0,0.53,4.875,180.45,1152.0,1147.89,false
4,4.8,1763.0,19.85,3059.0,100.0,0.0,0.0,0.0,4.8,172.85,1154.37,1150.72,false
5,4.797,1882.0,19.65,3054.0,100.0,0.0,0.0,0.0,4.797,181.48,1146.96,1150.09,false
6,4.801,1871.0,19.72,3057.0,100.0,0.0,0.0,0.0,4.801,184.76,1148.32,1147.59,false
7,4.836,1932.0,22.23,3054.0,100.0,0.0,0.0,0.0,4.836,185.63,1144.09,1136.95,false
8,4.819,1796.0,21.67,3063.0,100.0,0.0,0.0,0.0,4.819,189.61,1149.41,1160.39,false
9,4.767,1916.0,23.6,3062.0,100.0,0.002,711.0,0.53,4.769,183.15,1145.97,1141.39,false
10,4.815,1958.0,18.81,3055.0,100.0,0.0,0.0,0.0,4.815,182.67,1143.78,1150.98,false
11,4.8,1918.0,20.77,3058.0,100.0,0.0,0.0,0.0,4.8,186.05,1145.65,1136.65,false
12,4.809,1923.0,19.26,3056.0,100.0,0.0,0.0,0.0,4.809,184.38,1142.17,1150.36,false
13,4.84,1884.0,21.91,3058.0,100.0,0.0,0.0,0.0,4.84,185.2,1142.76,1146.34,false
14,4.796,1837.0,22.95,3061.0,100.0,0.0,0.0,0.0,4.796,188.46,1146.32,1138.71,false
15,4.82,1932.0,15.75,3055.0,100.0,0.0,0.0,0.0,4.82,187.22,1143.07,1151.47,false
16,4.812,1833.0,22.52,3060.0,100.0,0.0,713.0,0.31,4.812,190.55,1147.62,1147.96,false
17,4.825,1901.0,20.8,3057.0,100.0,0.0,0.0,0.0,4.825,185.49,1141.79,1146.66,false
18,4.836,1844.0,22.8,3060.0,100.0,0.001,710.0,0.53,4.837,188.74,1155.7,1148.33,false
19,4.808,1847.0,22.88,3063.0,100.0,0.003,711.0,0.53,4.811,177.96,1144.81,1147.38,false
20,4.849,1885.0,21.55,3057.0,100.0,0.0,712.0,0.32,4.849,189.97,1149.1,1140.49,false
21,4.823,1917.0,21.05,3057.0,100.0,0.0,712.0,0.32,4.823,184.88,1141.0,1152.69,false
22,4.84,1780.0,22.5,3063.0,100.0,0.001,713.0,0.31,4.841,184.31,1148.03,1143.36,false
23,4.82,1924.0,24.23,3060.0,100.0,0.001,709.0,0.22,4.821,188.21,1140.83,1152.92,false
24,4.854,1967.0,21.57,3055.0,100.0,0.0,708.0,0.22,4.854,187.25,1144.43,1141.3,false
25,4.833,1857.0,22.73,3059.0,100.0,0.001,712.0,0.32,4.834,189.2,1142.0,1152.01,false
26,4.889,1895.0,32.62,3059.0,100.0,0.003,713.0,0.63,4.892,190.51,1149.01,1148.97,false
27,4.852,1886.0,24.89,3058.0,100.0,0.0,708.0,0.22,4.852,189.65,1145.68,1141.49,false
28,4.838,1873.0,25.38,3058.0,100.0,0.0,708.0,0.22,4.838,186.0,1141.55,1142.64,false
29,4.825,1808.0,25.79,3064.0,100.0,0.0,712.0,0.31,4.825,186.26,1147.98,1152.45,false
30,4.828,1927.0,20.48,3055.0,100.0,0.003,708.0,0.43,4.831,161.89,1137.31,1149.48,false
31,4.826,1845.0,23.95,3061.0,100.0,0.0,712.0,0.31,4.826,172.56,1142.98,1145.98,false
32,4.905,1830.0,31.35,3061.0,100.0,0.001,709.0,0.22,4.906,193.16,1156.55,1153.35,false
33,4.868,1784.0,22.33,3059.0,100.0,0.001,709.0,0.43,4.869,194.52,1147.79,1147.44,false
34,4.893,1902.0,29.5,3061.0,100.0,0.0,0.0,0.0,4.893,189.48,1149.02,1142.18,false
35,4.821,1966.0,18.2,3058.0,100.0,0.0,0.0,0.0,4.821,185.41,1140.87,1149.85,false
36,4.811,1952.0,17.17,3058.0,100.0,0.0,0.0,0.0,4.811,185.07,1141.78,1143.32,false
37,4.827,1837.0,23.96,3062.0,100.0,0.0,0.0,0.0,4.827,186.0,1149.11,1143.5,false
38,4.862,1948.0,20.04,3056.0,100.0,0.0,0.0,0.0,4.862,186.49,1141.18,1138.75,false
39,4.865,1832.0,22.52,3060.0,100.0,0.0,0.0,0.0,4.865,191.75,1148.48,1153.55,false
40,4.86,1889.0,21.0,3057.0,100.0,0.0,0.0,0.0,4.86,190.0,1141.67,1141.32,false
41,4.842,1927.0,22.21,3059.0,100.0,0.0,0.0,0.0,4.842,187.23,1144.15,1148.65,false
42,4.868,1943.0,18.73,3055.0,100.0,0.0,0.0,0.0,4.868,186.39,1143.87,1142.96,false
43,4.861,1897.0,20.4,3057.0,100.0,0.0,0.0,0.0,4.861,186.05,1142.43,1145.67,false
44,4.841,1943.0,20.95,3058.0,100.0,0.0,0.0,0.0,4.841,183.65,1141.24,1143.28,false
45,4.861,1990.0,18.85,3056.0,100.0,0.0,0.0,0.0,4.861,185.08,1145.5,1138.36,false
46,4.884,1911.0,23.99,3059.0,100.0,0.0,0.0,0.0,4.884,185.38,1142.12,1156.25,false
47,4.882,1871.0,22.28,3057.0,100.0,0.0,0.0,0.0,4.882,189.38,1148.18,1139.37,false
48,4.889,1905.0,20.22,3056.0,100.0,0.0,0.0,0.0,4.889,188.84,1143.72,1150.88,false
49,4.869,1833.0,23.61,3061.0,100.0,0.0,714.0,0.41,4.869,192.34,1142.56,1150.52,false
50,4.834,1810.0,26.7,3067.0,100.0,0.0,712.0,0.32,4.834,187.59,1144.03,1146.84,false
51,4.87,1864.0,21.9,3060.0,100.0,0.0,0.0,0.0,4.87,191.43,1147.82,1138.85,false
52,4.85,1857.0,23.35,3064.0,100.0,0.0,0.0,0.0,4.85,184.17,1144.5,1150.74,false
53,4.882,1849.0,20.85,3057.0,100.0,0.0,0.0,0.0,4.882,186.1,1150.86,1150.69,false
54,4.885,1837.0,20.78,3057.0,100.0,0.0,0.0,0.0,4.885,188.82,1143.47,1145.5,false
55,4.882,1857.0,16.87,3057.0,100.0,0.0,0.0,0.0,4.882,189.89,1144.37,1147.14,false
56,4.873,1881.0,19.86,3059.0,100.0,0.0,0.0,0.0,4.873,190.44,1145.96,1144.97,false
57,4.864,1918.0,23.65,3060.0,100.0,0.0,0.0,0.0,4.864,188.46,1135.91,1143.91,false
58,4.84,1848.0,23.36,3063.0,100.0,0.0,0.0,0.0,4.84,188.76,1152.37,1145.09,false
59,4.892,1893.0,19.21,3056.0,100.0,0.0,0.0,0.0,4.892,184.26,1146.1,1147.59,false
60,4.886,1801.0,21.03,3060.0,100.0,0.0,0.0,0.0,4.886,196.55,1145.25,1144.73,false
61,4.839,1830.0,22.83,3061.0,100.0,0.0,0.0,0.0,4.839,156.74,1134.79,1147.72,false
62,4.943,1943.0,27.75,3055.0,100.0,0.0,0.0,0.0,4.943,183.92,1143.34,1146.22,false
63,4.865,1824.0,23.98,3062.0,100.0,0.0,0.0,0.0,4.865,192.12,1152.99,1144.96,false
64,4.896,1905.0,19.91,3056.0,100.0,0.0,712.0,0.53,4.896,190.48,1142.94,1143.38,false
65,4.879,1817.0,23.46,3063.0,100.0,0.0,0.0,0.0,4.879,193.04,1149.55,1151.26,false
66,4.89,1800.0,23.94,3062.0,100.0,0.0,0.0,0.0,4.89,192.87,1142.94,1149.03,false
67,4.885,1947.0,23.9,3057.0,100.0,0.0,709.0,0.22,4.885,191.98,1144.8,1143.56,false
68,4.852,1854.0,24.92,3061.0,100.0,0.0,0.0,0.0,4.852,186.24,1145.34,1145.44,false
69,4.902,1959.0,21.61,3055.0,100.0,0.0,0.0,0.0,4.902,190.18,1142.69,1142.17,false
70,4.888,1830.0,22.44,3060.0,99.98,0.0,0.0,0.0,4.888,191.09,1141.89,1153.04,false
71,4.881,1910.0,24.52,3060.0,100.0,0.0,0.0,0.0,4.881,189.14,1150.11,1141.06,false
72,4.889,1863.0,21.6,3059.0,100.0,0.0,709.0,0.22,4.889,189.72,1135.31,1152.74,false
73,4.907,1957.0,18.4,3055.0,100.0,0.0,0.0,0.0,4.907,186.14,1141.53,1143.06,false
74,4.911,1832.0,23.93,3061.0,100.0,0.0,0.0,0.0,4.911,192.3,1154.92,1145.7,false
75,4.89,1843.0,19.62,3060.0,100.0,0.0,0.0,0.0,4.89,191.25,1143.63,1149.31,false
76,4.923,1907.0,19.14,3056.0,100.0,0.0,0.0,0.0,4.923,191.32,1146.41,1148.43,false
77,4.904,1922.0,20.6,3057.0,100.0,0.0,0.0,0.0,4.904,188.15,1137.83,1146.7,false
78,4.894,1897.0,20.94,3057.0,100.0,0.0,0.0,0.0,4.894,189.1,1139.28,1140.45,false
79,4.933,1811.0,21.31,3058.0,100.0,0.0,709.0,0.22,4.933,192.16,1156.03,1151.65,false
80,5.134,1884.0,63.18,3053.0,100.0,0.001,712.0,0.85,5.139,200.81,1139.94,1151.6,false
81,5.005,1953.0,28.22,3055.0,100.0,0.0,712.0,0.32,5.005,186.83,1145.61,1144.64,false
82,4.859,1846.0,23.68,3062.0,100.0,0.0,0.0,0.0,4.859,189.71,1141.32,1147.02,false
83,4.847,1909.0,23.12,3062.0,100.0,0.0,0.0,0.0,4.847,186.96,1147.77,1135.73,false
84,4.863,1841.0,23.82,3063.0,100.0,0.0,0.0,0.0,4.863,189.77,1147.2,1154.85,false
85,4.894,1896.0,20.6,3062.0,100.0,0.0,0.0,0.0,4.894,182.72,1139.51,1146.31,false
86,4.871,1940.0,24.1,3062.0,100.0,0.0,0.0,0.0,4.871,189.23,1154.46,1139.95,false
87,4.9,1851.0,22.84,3059.0,100.0,0.0,0.0,0.0,4.9,188.86,1135.37,1149.35,false
88,4.906,1914.0,20.63,3058.0,100.0,0.0,0.0,0.0,4.906,191.62,1151.8,1141.63,false
89,4.92,1890.0,20.72,3057.0,100.0,0.0,0.0,0.0,4.92,190.32,1144.49,1150.2,false
90,4.9,1878.0,20.27,3058.0,100.0,0.0,0.0,0.0,4.9,187.87,1142.64,1143.32,false
91,4.941,1981.0,29.41,3056.0,100.0,0.0,0.0,0.0,4.941,183.05,1139.31,1142.26,false
92,4.901,1794.0,20.61,3060.0,100.0,0.0,713.0,0.31,4.901,156.24,1154.27,1143.01,false
93,4.927,1936.0,18.91,3055.0,100.0,0.0,0.0,0.0,4.927,189.15,1139.26,1152.3,false
94,4.901,1807.0,21.31,3060.0,100.0,0.0,0.0,0.0,4.901,194.69,1147.35,1148.02,false
95,5.04,1899.0,39.11,3058.0,100.0,0.0,0.0,0.0,5.04,193.98,1148.31,1143.83,false
96,5.256,1884.0,26.15,3049.0,100.0,0.0,0.0,0.0,5.256,196.76,1144.66,1151.35,false
97,4.932,1895.0,20.08,3055.0,100.0,0.0,709.0,0.22,4.932,187.53,1144.58,1143.36,false
98,4.924,1916.0,19.5,3055.0,100.0,0.0,0.0,0.0,4.924,188.18,1143.65,1138.74,false
99,4.915,1816.0,21.02,3058.0,100.0,0.0,0.0,0.0,4.915,191.67,1141.78,1151.26,false
100,4.928,1907.0,18.62,3055.0,100.0,0.0,0.0,0.0,4.928,186.72,1146.28,1146.51,false
101,4.888,1921.0,20.46,3060.0,100.0,0.0,0.0,0.0,4.888,188.34,1147.67,1140.45,false
102,4.924,1863.0,21.06,3059.0,100.0,0.0,0.0,0.0,4.924,193.25,1144.29,1150.52,false
103,4.928,1818.0,22.51,3059.0,100.0,0.0,709.0,0.22,4.928,194.53,1150.16,1149.58,false
104,4.89,1772.0,21.64,3065.0,100.0,0.0,0.0,0.0,4.89,179.86,1146.45,1146.95,false
105,4.917,1877.0,20.82,3058.0,100.0,0.0,0.0,0.0,4.917,189.82,1149.57,1142.85,false
106,4.883,1841.0,26.97,3063.0,100.0,0.0,0.0,0.0,4.883,195.37,1149.35,1154.54,false
107,4.916,1896.0,21.42,3058.0,100.0,0.0,0.0,0.0,4.916,190.01,1141.39,1133.24,false
108,4.898,1850.0,23.35,3061.0,100.0,0.0,0.0,0.0,4.898,189.64,1152.97,1155.33,false
109,4.88,1858.0,22.18,3061.0,100.0,0.0,0.0,0.0,4.88,192.6,1136.98,1146.34,false
110,4.901,1828.0,26.07,3062.0,100.0,0.0,0.0,0.0,4.901,190.9,1155.19,1152.69,false
111,4.927,1920.0,18.8,3055.0,100.0,0.0,0.0,0.0,4.927,188.71,1142.64,1135.87,false
112,4.912,1845.0,21.81,3058.0,100.0,0.0,0.0,0.0,4.912,193.42,1138.25,1153.59,false
113,4.928,1928.0,20.07,3055.0,100.0,0.0,0.0,0.0,4.928,186.23,1149.42,1146.18,false
114,4.904,1879.0,21.43,3057.0,100.0,0.0,0.0,0.0,4.904,189.45,1137.55,1144.42,false
115,4.943,1933.0,18.28,3055.0,100.0,0.0,0.0,0.0,4.943,186.46,1144.2,1149.17,false
116,4.906,1929.0,14.94,3055.0,100.0,0.0,0.0,0.0,4.906,191.25,1150.3,1140.22,false
117,5.218,1835.0,25.83,3055.0,100.0,0.0,0.0,0.0,5.218,194.02,1146.69,1145.24,false
118,4.921,1929.0,23.09,3059.0,99.97,0.0,0.0,0.0,4.921,194.36,1146.98,1148.67,false
119,4.939,1874.0,19.32,3056.0,100.0,0.0,0.0,0.0,4.939,191.28,1142.71,1151.11,false
120,4.915,1912.0,21.34,3058.0,100.0,0.0,0.0,0.0,4.915,187.52,1138.81,1147.13,false
121,4.993,1844.0,35.7,3058.0,100.0,0.0,0.0,0.0,4.993,197.11,1151.44,1150.0,false
122,4.91,1872.0,21.03,3057.0,100.0,0.0,0.0,0.0,4.91,179.15,1143.78,1141.13,false
123,4.904,1811.0,22.11,3059.0,100.0,0.0,0.0,0.0,4.904,167.91,1138.28,1148.99,false
124,4.916,1849.0,21.93,3058.0,100.0,0.0,0.0,0.0,4.916,186.9,1150.3,1146.39,false
125,4.934,1931.0,18.91,3055.0,100.0,0.0,0.0,0.0,4.934,189.54,1142.87,1144.33,false
126,4.947,1897.0,19.8,3055.0,100.0,0.0,0.0,0.0,4.947,189.45,1143.04,1151.51,false
127,4.926,1919.0,22.39,3057.0,100.0,0.002,713.0,0.63,4.928,191.87,1147.16,1141.56,false
128,4.938,1763.0,22.66,3062.0,100.0,0.0,0.0,0.0,4.938,194.88,1144.81,1155.99,false
129,4.927,1876.0,20.71,3058.0,100.0,0.0,712.0,0.32,4.927,191.08,1144.71,1144.21,false
130,4.89,1909.0,23.81,3059.0,100.0,0.0,0.0,0.0,4.89,188.94,1145.49,1146.2,false
131,4.936,1939.0,18.62,3055.0,100.0,0.0,0.0,0.0,4.936,188.14,1142.96,1140.2,false
